Age,Gender,Study_Hours,Attendance,Sleep_Hours,Internet_Usage,Previous_Grade,Extra_Activities,Parental_Education,Marks,Result
18.0,M,7.0,52.0,6.0,,50.0,,School,61.0,Pass
,F,8.0,54.0,5.0,5.0,73.0,No,School,91.0,Pass
22.0,F,9.0,68.0,8.0,2.0,58.0,Yes,School,87.0,Pass
25.0,F,2.0,91.0,6.0,1.0,65.0,No,School,55.0,Pass
18.0,F,1.0,97.0,8.0,,,Yes,Postgraduate,63.0,Pass
19.0,M,4.0,50.0,4.0,5.0,56.0,Yes,School,65.0,Pass
24.0,F,5.0,87.0,,5.0,70.0,No,Postgraduate,80.0,Pass
17.0,M,1.0,58.0,8.0,2.0,58.0,No,School,35.0,Fail
23.0,M,5.0,54.0,,4.0,83.0,No,School,70.0,Pass
23.0,F,6.0,95.0,5.0,2.0,59.0,No,School,78.0,Pass
17.0,M,3.0,91.0,8.0,4.0,62.0,,Postgraduate,,
25.0,M,7.0,,8.0,1.0,64.0,No,School,83.0,Pass
24.0,,6.0,86.0,8.0,5.0,67.0,Yes,School,76.0,
20.0,M,4.0,82.0,8.0,1.0,76.0,Yes,Graduate,68.0,Pass
21.0,M,,74.0,7.0,4.0,51.0,Yes,School,51.0,Pass
18.0,,5.0,91.0,8.0,5.0,87.0,Yes,Graduate,96.0,Pass
25.0,F,3.0,78.0,,2.0,40.0,No,Postgraduate,55.0,Pass
22.0,F,9.0,74.0,7.0,3.0,,Yes,School,80.0,
19.0,F,9.0,58.0,4.0,2.0,49.0,Yes,,84.0,Pass
23.0,F,6.0,52.0,5.0,3.0,73.0,Yes,Graduate,67.0,Pass
25.0,F,6.0,64.0,7.0,,71.0,No,,86.0,Pass
19.0,F,,53.0,6.0,4.0,,No,School,61.0,Pass
,M,4.0,94.0,7.0,1.0,49.0,No,Postgraduate,71.0,
23.0,M,2.0,87.0,6.0,,94.0,Yes,Graduate,,Pass
23.0,F,4.0,69.0,4.0,4.0,89.0,No,,83.0,
20.0,,,98.0,6.0,,40.0,Yes,,94.0,Pass
25.0,M,2.0,72.0,4.0,1.0,71.0,Yes,Postgraduate,50.0,Pass
,F,9.0,86.0,4.0,5.0,76.0,Yes,Graduate,91.0,Pass
17.0,M,1.0,96.0,4.0,5.0,51.0,No,School,54.0,Pass
17.0,F,2.0,57.0,6.0,5.0,,No,Graduate,71.0,Pass
21.0,M,2.0,86.0,6.0,3.0,90.0,,,66.0,Pass
22.0,F,6.0,94.0,,3.0,57.0,Yes,School,75.0,Pass
,M,7.0,82.0,4.0,1.0,69.0,,School,89.0,Pass
,M,3.0,82.0,5.0,3.0,52.0,,School,59.0,
22.0,,9.0,56.0,4.0,1.0,93.0,No,School,94.0,Pass
20.0,F,5.0,71.0,8.0,4.0,42.0,,Postgraduate,56.0,Pass
,,5.0,54.0,5.0,2.0,60.0,,School,58.0,Pass
24.0,M,4.0,,5.0,1.0,,Yes,Postgraduate,76.0,Pass
25.0,F,9.0,64.0,5.0,1.0,,Yes,Postgraduate,90.0,Pass
22.0,F,,70.0,8.0,4.0,79.0,No,Graduate,82.0,Pass
22.0,M,4.0,74.0,5.0,5.0,49.0,,,,Pass
24.0,M,4.0,66.0,5.0,5.0,41.0,Yes,School,64.0,Pass
,M,2.0,99.0,6.0,5.0,84.0,,,82.0,Pass
19.0,M,9.0,,6.0,1.0,76.0,Yes,Postgraduate,,Pass
19.0,F,3.0,99.0,4.0,1.0,50.0,No,Graduate,62.0,Pass
22.0,M,4.0,68.0,4.0,3.0,40.0,No,School,65.0,Pass
18.0,M,7.0,56.0,7.0,3.0,65.0,No,School,67.0,Pass
22.0,F,8.0,89.0,8.0,,81.0,Yes,,89.0,Pass
22.0,M,8.0,94.0,,2.0,52.0,No,Graduate,,Pass
24.0,M,4.0,99.0,4.0,3.0,67.0,No,School,70.0,Pass
23.0,M,7.0,73.0,8.0,1.0,75.0,No,School,84.0,Pass
24.0,F,1.0,60.0,5.0,4.0,60.0,No,School,37.0,Fail
25.0,F,6.0,90.0,8.0,,49.0,Yes,School,84.0,Pass
22.0,M,6.0,,6.0,1.0,51.0,Yes,School,70.0,Pass
,M,6.0,,7.0,3.0,,Yes,School,80.0,Pass
19.0,F,2.0,89.0,6.0,5.0,66.0,No,Graduate,56.0,Pass
17.0,M,8.0,93.0,4.0,3.0,42.0,No,Postgraduate,85.0,
21.0,M,5.0,51.0,4.0,5.0,,No,Postgraduate,63.0,Pass
20.0,F,5.0,64.0,8.0,1.0,41.0,Yes,Postgraduate,,
25.0,F,2.0,70.0,6.0,5.0,67.0,Yes,School,61.0,Pass
25.0,F,4.0,73.0,4.0,3.0,90.0,No,Postgraduate,71.0,Pass
21.0,M,9.0,99.0,5.0,5.0,70.0,Yes,Graduate,93.0,Pass
20.0,M,9.0,66.0,5.0,4.0,,Yes,School,98.0,
23.0,M,6.0,96.0,7.0,5.0,60.0,No,Graduate,90.0,Pass
22.0,M,9.0,58.0,8.0,5.0,46.0,Yes,,74.0,Pass
20.0,F,4.0,84.0,4.0,2.0,89.0,No,School,,Pass
18.0,M,,69.0,7.0,4.0,,Yes,Postgraduate,48.0,
17.0,M,2.0,68.0,5.0,1.0,53.0,Yes,,53.0,Pass
20.0,F,1.0,67.0,7.0,5.0,78.0,Yes,,65.0,Pass
20.0,F,8.0,69.0,,4.0,93.0,Yes,School,,Pass
17.0,M,9.0,79.0,4.0,1.0,78.0,No,Graduate,92.0,Pass
22.0,F,,89.0,4.0,4.0,94.0,No,Graduate,103.0,Pass
20.0,F,2.0,50.0,4.0,2.0,48.0,Yes,School,40.0,Fail
17.0,M,6.0,73.0,8.0,1.0,62.0,No,Postgraduate,83.0,Pass
17.0,M,9.0,73.0,7.0,1.0,51.0,Yes,School,83.0,Pass
17.0,M,,,7.0,5.0,68.0,No,Graduate,72.0,Pass
24.0,M,9.0,68.0,8.0,3.0,77.0,Yes,Graduate,96.0,Pass
24.0,F,2.0,79.0,5.0,1.0,78.0,No,Graduate,65.0,
18.0,F,,75.0,6.0,1.0,61.0,Yes,,75.0,Pass
23.0,M,2.0,91.0,5.0,2.0,43.0,,Graduate,,Pass
,M,,93.0,8.0,2.0,87.0,No,Graduate,,Pass
24.0,F,9.0,87.0,7.0,2.0,46.0,Yes,Postgraduate,96.0,Pass
23.0,M,7.0,78.0,7.0,5.0,79.0,Yes,Postgraduate,89.0,Pass
21.0,M,5.0,62.0,4.0,1.0,47.0,Yes,Graduate,59.0,Pass
17.0,M,4.0,53.0,4.0,2.0,91.0,Yes,Postgraduate,67.0,Pass
25.0,M,4.0,94.0,7.0,2.0,74.0,No,School,69.0,Pass
23.0,,8.0,66.0,7.0,4.0,,,Postgraduate,88.0,Pass
,,1.0,82.0,4.0,4.0,90.0,Yes,Postgraduate,66.0,Pass
22.0,F,5.0,54.0,4.0,2.0,,Yes,Postgraduate,68.0,
18.0,M,2.0,77.0,5.0,5.0,78.0,No,Postgraduate,56.0,Pass
17.0,M,9.0,73.0,7.0,3.0,59.0,No,School,99.0,Pass
23.0,F,7.0,66.0,7.0,4.0,60.0,Yes,Postgraduate,85.0,Pass
18.0,M,,99.0,8.0,4.0,86.0,,Graduate,105.0,
,F,,,5.0,1.0,58.0,No,Postgraduate,84.0,Pass
21.0,M,9.0,97.0,6.0,1.0,41.0,,Postgraduate,89.0,Pass
21.0,M,6.0,89.0,,2.0,83.0,,Graduate,97.0,Pass
,M,7.0,93.0,6.0,1.0,79.0,No,School,92.0,Pass
17.0,M,7.0,95.0,,1.0,69.0,No,Graduate,94.0,Pass
24.0,M,9.0,60.0,6.0,3.0,62.0,Yes,Graduate,96.0,Pass
19.0,F,8.0,61.0,8.0,5.0,94.0,No,Graduate,98.0,Pass
20.0,F,1.0,62.0,4.0,2.0,79.0,No,Graduate,48.0,Fail
25.0,M,4.0,57.0,4.0,3.0,,Yes,,61.0,Pass
20.0,M,7.0,50.0,6.0,2.0,72.0,No,Postgraduate,87.0,Pass
,F,8.0,,4.0,5.0,71.0,No,Postgraduate,76.0,Pass
23.0,,7.0,77.0,5.0,2.0,67.0,No,Postgraduate,91.0,Pass
20.0,M,3.0,51.0,5.0,1.0,63.0,No,School,46.0,Fail
17.0,M,4.0,63.0,6.0,5.0,81.0,No,Postgraduate,78.0,Pass
25.0,F,7.0,62.0,8.0,,67.0,No,Postgraduate,77.0,Pass
,M,8.0,97.0,4.0,,69.0,Yes,School,95.0,Pass
25.0,F,7.0,51.0,7.0,4.0,92.0,Yes,Graduate,,Pass
22.0,M,6.0,53.0,6.0,3.0,80.0,Yes,Postgraduate,70.0,Pass
17.0,F,9.0,61.0,4.0,4.0,68.0,,,89.0,Pass
19.0,F,9.0,97.0,6.0,1.0,73.0,No,Graduate,102.0,Pass
18.0,M,7.0,59.0,6.0,3.0,90.0,No,Postgraduate,80.0,
25.0,F,8.0,52.0,8.0,5.0,61.0,Yes,Graduate,73.0,Pass
17.0,M,6.0,53.0,7.0,4.0,64.0,Yes,Graduate,70.0,Pass
25.0,M,1.0,55.0,4.0,3.0,53.0,No,Graduate,38.0,Fail
25.0,M,1.0,72.0,,1.0,,Yes,Postgraduate,47.0,Fail
24.0,M,6.0,54.0,6.0,5.0,49.0,,Graduate,61.0,Pass
,,2.0,99.0,4.0,5.0,47.0,,Postgraduate,60.0,Pass
17.0,M,8.0,52.0,6.0,,53.0,Yes,School,73.0,Pass
24.0,,1.0,59.0,,3.0,84.0,Yes,Graduate,58.0,
19.0,M,2.0,,6.0,2.0,,Yes,Postgraduate,58.0,Pass
23.0,M,8.0,68.0,5.0,3.0,71.0,Yes,Graduate,93.0,Pass
17.0,,6.0,63.0,,4.0,,No,Postgraduate,93.0,Pass
17.0,M,2.0,70.0,7.0,4.0,84.0,No,Postgraduate,72.0,Pass
21.0,F,2.0,92.0,8.0,3.0,,Yes,School,68.0,Pass
21.0,F,7.0,77.0,4.0,4.0,42.0,Yes,Graduate,70.0,Pass
24.0,F,5.0,70.0,8.0,2.0,59.0,Yes,Postgraduate,73.0,Pass
23.0,M,5.0,85.0,8.0,2.0,52.0,Yes,School,66.0,Pass
24.0,M,8.0,73.0,,,94.0,No,Postgraduate,92.0,
22.0,M,7.0,87.0,7.0,4.0,62.0,,Postgraduate,94.0,Pass
22.0,M,9.0,66.0,8.0,3.0,58.0,Yes,School,88.0,Pass
18.0,F,4.0,71.0,8.0,5.0,,Yes,Graduate,,Pass
22.0,F,,68.0,,2.0,75.0,Yes,School,,Pass
21.0,M,2.0,,4.0,5.0,74.0,Yes,Graduate,73.0,Pass
19.0,M,3.0,59.0,7.0,1.0,86.0,No,Postgraduate,,Pass
22.0,M,1.0,60.0,4.0,4.0,86.0,,Postgraduate,66.0,Pass
24.0,M,1.0,87.0,5.0,3.0,89.0,Yes,,,Pass
25.0,,7.0,51.0,8.0,2.0,93.0,No,School,88.0,Pass
17.0,,5.0,82.0,8.0,5.0,46.0,Yes,School,60.0,
19.0,M,3.0,92.0,4.0,3.0,91.0,,Postgraduate,85.0,Pass
,F,7.0,80.0,5.0,4.0,76.0,No,Graduate,92.0,Pass
24.0,F,2.0,97.0,,3.0,47.0,Yes,School,52.0,Pass
17.0,F,3.0,84.0,,,64.0,No,Graduate,58.0,Pass
21.0,F,,86.0,8.0,4.0,62.0,Yes,School,52.0,Pass
19.0,M,8.0,96.0,8.0,4.0,49.0,,School,97.0,Pass
,,2.0,96.0,7.0,5.0,69.0,No,School,58.0,Pass
24.0,M,7.0,85.0,4.0,4.0,72.0,No,School,86.0,Pass
19.0,M,,72.0,8.0,3.0,50.0,No,Postgraduate,88.0,Pass
23.0,M,6.0,85.0,5.0,,74.0,Yes,Postgraduate,93.0,Pass
17.0,F,2.0,89.0,4.0,3.0,66.0,Yes,School,67.0,Pass
22.0,M,2.0,88.0,7.0,5.0,92.0,Yes,Postgraduate,69.0,Pass
19.0,F,9.0,75.0,6.0,4.0,42.0,Yes,Postgraduate,76.0,Pass
24.0,M,8.0,74.0,7.0,1.0,86.0,Yes,Postgraduate,,Pass
22.0,F,9.0,66.0,4.0,5.0,88.0,No,Postgraduate,99.0,Pass
18.0,M,4.0,64.0,6.0,2.0,89.0,No,Graduate,79.0,
22.0,F,4.0,86.0,5.0,2.0,47.0,,Graduate,67.0,Pass
23.0,M,2.0,94.0,6.0,2.0,94.0,Yes,Postgraduate,72.0,Pass
21.0,M,1.0,53.0,,1.0,52.0,Yes,Graduate,41.0,Fail
19.0,M,4.0,71.0,5.0,3.0,81.0,Yes,School,,Pass
,M,8.0,66.0,8.0,,42.0,,Graduate,67.0,Pass
,F,2.0,71.0,8.0,1.0,59.0,Yes,School,48.0,Fail
22.0,M,8.0,66.0,6.0,1.0,85.0,No,,93.0,Pass
17.0,F,1.0,63.0,6.0,2.0,84.0,Yes,Graduate,53.0,Pass
20.0,M,1.0,63.0,,3.0,74.0,No,School,50.0,Pass
,F,4.0,66.0,8.0,1.0,52.0,Yes,School,,
17.0,M,7.0,57.0,5.0,3.0,59.0,No,Postgraduate,76.0,Pass
25.0,M,9.0,83.0,6.0,,63.0,Yes,Graduate,102.0,Pass
20.0,,5.0,75.0,6.0,1.0,94.0,Yes,School,81.0,Pass
23.0,M,2.0,94.0,7.0,1.0,48.0,No,Postgraduate,55.0,Pass
19.0,M,7.0,79.0,7.0,1.0,,,,94.0,Pass
,F,2.0,71.0,7.0,4.0,64.0,Yes,Postgraduate,59.0,Pass
24.0,M,9.0,65.0,4.0,4.0,55.0,Yes,Postgraduate,94.0,Pass
24.0,F,9.0,79.0,5.0,2.0,94.0,,School,115.0,Pass
17.0,M,3.0,65.0,4.0,,94.0,No,School,79.0,Pass
,F,8.0,87.0,6.0,3.0,47.0,Yes,,88.0,Pass
24.0,,4.0,73.0,7.0,5.0,83.0,No,Graduate,68.0,Pass
17.0,F,3.0,85.0,7.0,1.0,67.0,No,Postgraduate,69.0,
24.0,F,1.0,84.0,7.0,1.0,51.0,No,School,44.0,Fail
24.0,M,5.0,55.0,8.0,2.0,90.0,No,Graduate,78.0,Pass
18.0,M,4.0,53.0,,5.0,63.0,No,Postgraduate,67.0,Pass
20.0,F,1.0,67.0,4.0,1.0,88.0,Yes,Graduate,59.0,Pass
22.0,M,8.0,55.0,5.0,5.0,68.0,Yes,Postgraduate,84.0,Pass
25.0,M,8.0,75.0,7.0,2.0,54.0,Yes,Graduate,79.0,Pass
24.0,,8.0,86.0,6.0,5.0,93.0,No,School,112.0,Pass
24.0,,3.0,76.0,8.0,3.0,57.0,No,Postgraduate,,Pass
23.0,M,6.0,90.0,5.0,2.0,46.0,No,Postgraduate,76.0,
25.0,,7.0,60.0,6.0,5.0,52.0,,Graduate,75.0,Pass
18.0,F,9.0,87.0,7.0,1.0,58.0,Yes,Graduate,100.0,Pass
19.0,M,5.0,65.0,7.0,4.0,87.0,,Graduate,88.0,Pass
24.0,F,9.0,68.0,7.0,4.0,82.0,Yes,School,97.0,
22.0,F,6.0,92.0,,,,Yes,Graduate,83.0,Pass
25.0,F,4.0,64.0,8.0,4.0,65.0,Yes,Graduate,59.0,Pass
20.0,M,1.0,,8.0,3.0,41.0,Yes,,37.0,Fail
24.0,,1.0,90.0,5.0,2.0,72.0,Yes,,57.0,Pass
,F,,80.0,7.0,1.0,87.0,No,School,89.0,Pass
19.0,F,3.0,68.0,8.0,1.0,76.0,No,School,57.0,Pass
24.0,F,5.0,73.0,6.0,2.0,64.0,No,Graduate,77.0,Pass
21.0,F,5.0,,8.0,4.0,64.0,Yes,School,76.0,Pass
19.0,F,1.0,72.0,8.0,4.0,78.0,Yes,Graduate,52.0,Pass
17.0,F,8.0,53.0,5.0,1.0,69.0,Yes,School,82.0,Pass
19.0,M,5.0,59.0,8.0,3.0,80.0,No,Postgraduate,,Pass
25.0,F,5.0,58.0,6.0,4.0,43.0,Yes,Graduate,61.0,Pass
21.0,F,9.0,68.0,7.0,3.0,58.0,No,Postgraduate,80.0,Pass
18.0,F,8.0,64.0,4.0,4.0,66.0,No,Postgraduate,82.0,Pass
23.0,M,1.0,83.0,5.0,,91.0,Yes,Postgraduate,75.0,Pass
18.0,M,3.0,91.0,6.0,5.0,86.0,No,Postgraduate,73.0,Pass
20.0,M,7.0,68.0,5.0,1.0,78.0,Yes,Graduate,82.0,Pass
23.0,M,1.0,98.0,7.0,2.0,63.0,No,School,,Pass
20.0,F,1.0,70.0,8.0,4.0,89.0,Yes,Graduate,70.0,Pass
23.0,M,5.0,83.0,8.0,1.0,76.0,Yes,Graduate,72.0,Pass
23.0,F,9.0,66.0,6.0,5.0,92.0,,School,97.0,Pass
17.0,F,6.0,67.0,7.0,5.0,64.0,No,Postgraduate,75.0,Pass
22.0,F,2.0,66.0,,4.0,68.0,Yes,School,63.0,Pass
25.0,F,9.0,51.0,,1.0,70.0,,Postgraduate,95.0,Pass
18.0,F,6.0,50.0,8.0,4.0,84.0,Yes,Graduate,,
19.0,F,5.0,92.0,7.0,5.0,74.0,Yes,School,84.0,Pass
21.0,M,5.0,59.0,,2.0,67.0,Yes,,73.0,Pass
25.0,M,3.0,86.0,6.0,2.0,77.0,No,,79.0,Pass
20.0,M,6.0,97.0,4.0,3.0,83.0,No,School,,
17.0,M,4.0,54.0,6.0,5.0,92.0,No,Graduate,69.0,Pass
20.0,M,2.0,61.0,5.0,5.0,89.0,Yes,School,55.0,Pass
22.0,F,3.0,85.0,7.0,4.0,89.0,Yes,School,73.0,Pass
21.0,M,9.0,80.0,,3.0,43.0,Yes,Graduate,88.0,Pass
17.0,M,9.0,87.0,6.0,3.0,67.0,No,Postgraduate,102.0,Pass
20.0,M,6.0,58.0,8.0,1.0,91.0,No,School,75.0,Pass
22.0,F,9.0,93.0,5.0,4.0,70.0,Yes,Postgraduate,90.0,Pass
20.0,F,4.0,75.0,6.0,2.0,62.0,,School,59.0,Pass
25.0,,5.0,64.0,8.0,1.0,53.0,No,Graduate,70.0,Pass
21.0,M,6.0,65.0,4.0,3.0,67.0,Yes,Postgraduate,66.0,Pass
24.0,M,9.0,,4.0,2.0,53.0,No,School,91.0,Pass
25.0,,5.0,74.0,5.0,5.0,40.0,Yes,,66.0,Pass
21.0,M,8.0,79.0,8.0,4.0,82.0,No,School,92.0,Pass
22.0,M,,56.0,7.0,3.0,71.0,No,Graduate,42.0,Fail
17.0,F,5.0,53.0,,5.0,93.0,,Graduate,83.0,Pass
23.0,M,1.0,92.0,7.0,3.0,80.0,Yes,School,59.0,Pass
20.0,F,6.0,89.0,7.0,2.0,57.0,No,School,86.0,Pass
18.0,M,7.0,87.0,6.0,1.0,44.0,Yes,,80.0,Pass
21.0,,5.0,79.0,6.0,2.0,81.0,No,School,72.0,Pass
19.0,F,1.0,59.0,4.0,4.0,54.0,Yes,Postgraduate,45.0,Fail
22.0,F,6.0,79.0,7.0,4.0,81.0,Yes,School,79.0,
24.0,F,5.0,88.0,6.0,3.0,55.0,Yes,Graduate,71.0,Pass
23.0,M,6.0,56.0,8.0,2.0,75.0,No,Postgraduate,85.0,Pass
19.0,M,7.0,85.0,8.0,1.0,75.0,Yes,Postgraduate,84.0,Pass
24.0,M,,84.0,,4.0,79.0,No,Graduate,90.0,Pass
18.0,F,2.0,73.0,8.0,1.0,69.0,Yes,Postgraduate,54.0,Pass
25.0,M,3.0,88.0,7.0,5.0,,Yes,Graduate,62.0,Pass
20.0,M,6.0,85.0,8.0,3.0,62.0,Yes,Graduate,89.0,Pass
17.0,M,3.0,94.0,7.0,1.0,50.0,Yes,Graduate,57.0,Pass
24.0,,2.0,69.0,4.0,3.0,64.0,No,School,51.0,Pass
23.0,F,4.0,98.0,4.0,5.0,84.0,No,Graduate,91.0,
21.0,F,5.0,81.0,8.0,1.0,90.0,Yes,Postgraduate,85.0,Pass
,M,9.0,88.0,,1.0,82.0,No,School,108.0,Pass
,M,3.0,98.0,8.0,,41.0,No,,51.0,Pass
21.0,M,3.0,75.0,4.0,2.0,74.0,Yes,Graduate,71.0,Pass
24.0,F,6.0,75.0,6.0,1.0,86.0,No,Graduate,82.0,Pass
22.0,F,5.0,85.0,4.0,1.0,63.0,No,Postgraduate,,Pass
21.0,F,,92.0,8.0,4.0,52.0,Yes,School,79.0,Pass
25.0,,7.0,84.0,6.0,2.0,81.0,No,School,93.0,Pass
18.0,F,3.0,92.0,6.0,1.0,76.0,Yes,School,67.0,Pass
17.0,F,5.0,84.0,5.0,5.0,69.0,No,Postgraduate,86.0,Pass
24.0,F,,61.0,7.0,,50.0,Yes,Graduate,74.0,Pass
19.0,F,4.0,82.0,,5.0,,No,School,60.0,Pass
23.0,F,2.0,85.0,,2.0,85.0,No,Graduate,71.0,Pass
24.0,M,,63.0,5.0,4.0,67.0,No,Postgraduate,63.0,Pass
22.0,M,2.0,82.0,7.0,4.0,68.0,No,School,65.0,
25.0,M,3.0,95.0,8.0,,,No,Postgraduate,83.0,Pass
23.0,M,4.0,94.0,5.0,5.0,54.0,Yes,School,,Pass
21.0,F,4.0,94.0,7.0,3.0,84.0,,School,90.0,Pass
24.0,M,9.0,73.0,4.0,3.0,,Yes,Graduate,75.0,Pass
18.0,M,6.0,64.0,6.0,1.0,48.0,Yes,Postgraduate,58.0,Pass
23.0,M,9.0,80.0,5.0,3.0,,No,School,95.0,Pass
20.0,F,4.0,66.0,4.0,3.0,86.0,Yes,School,83.0,Pass
25.0,M,9.0,61.0,8.0,1.0,94.0,No,Postgraduate,102.0,Pass
17.0,F,9.0,71.0,6.0,5.0,72.0,No,Graduate,99.0,Pass
23.0,F,6.0,72.0,5.0,5.0,73.0,No,Postgraduate,82.0,Pass
22.0,F,5.0,75.0,6.0,2.0,48.0,No,School,73.0,Pass
24.0,M,3.0,,,5.0,92.0,,Postgraduate,76.0,Pass
21.0,F,5.0,61.0,5.0,4.0,56.0,No,Graduate,55.0,Pass
17.0,M,3.0,99.0,7.0,4.0,80.0,No,Graduate,,Pass
17.0,M,5.0,53.0,6.0,2.0,40.0,No,Graduate,,Fail
25.0,,,95.0,6.0,3.0,79.0,Yes,Graduate,76.0,Pass
22.0,F,2.0,62.0,4.0,2.0,44.0,Yes,Graduate,54.0,Pass
21.0,,9.0,67.0,,1.0,69.0,Yes,Graduate,89.0,Pass
17.0,M,7.0,92.0,4.0,2.0,50.0,Yes,Graduate,87.0,Pass
22.0,,,77.0,7.0,2.0,67.0,No,School,76.0,Pass
22.0,F,5.0,87.0,5.0,4.0,77.0,,Postgraduate,,Pass
19.0,F,4.0,90.0,7.0,1.0,56.0,Yes,Graduate,74.0,Pass
24.0,M,8.0,93.0,7.0,1.0,89.0,Yes,Postgraduate,97.0,
,F,2.0,68.0,4.0,2.0,62.0,Yes,Postgraduate,63.0,Pass
17.0,,8.0,,5.0,1.0,57.0,No,School,86.0,Pass
,M,1.0,96.0,8.0,1.0,76.0,No,Postgraduate,63.0,Pass
17.0,,1.0,92.0,7.0,5.0,66.0,Yes,Postgraduate,53.0,Pass
22.0,M,,,8.0,1.0,64.0,Yes,Graduate,74.0,Pass
17.0,F,5.0,95.0,,3.0,44.0,No,Graduate,79.0,Pass
22.0,F,6.0,52.0,5.0,1.0,,No,Postgraduate,70.0,Pass
,F,,,4.0,4.0,66.0,No,Graduate,70.0,
,F,7.0,69.0,6.0,5.0,52.0,,School,73.0,Pass
22.0,,,74.0,4.0,4.0,93.0,Yes,Postgraduate,94.0,Pass
,F,2.0,60.0,,4.0,46.0,Yes,Postgraduate,,Fail
,M,2.0,66.0,4.0,3.0,65.0,No,School,48.0,Fail
24.0,F,2.0,98.0,5.0,5.0,53.0,Yes,School,62.0,
19.0,F,2.0,84.0,,2.0,66.0,Yes,School,57.0,Pass
22.0,F,9.0,63.0,6.0,1.0,47.0,Yes,,78.0,Pass
21.0,M,5.0,88.0,5.0,3.0,70.0,No,Postgraduate,74.0,Pass
22.0,M,,68.0,7.0,3.0,,No,Graduate,87.0,Pass
17.0,M,5.0,52.0,8.0,2.0,66.0,,Graduate,68.0,Pass
23.0,F,5.0,83.0,8.0,3.0,43.0,No,,74.0,Pass
,F,1.0,98.0,8.0,2.0,81.0,,Graduate,70.0,Pass
18.0,M,6.0,90.0,4.0,2.0,43.0,No,School,79.0,Pass
21.0,M,4.0,71.0,8.0,2.0,57.0,No,Graduate,54.0,Pass
20.0,M,3.0,87.0,8.0,3.0,62.0,Yes,Graduate,64.0,Pass
22.0,F,6.0,76.0,,2.0,71.0,No,,,Pass
22.0,M,2.0,70.0,7.0,3.0,51.0,,Postgraduate,53.0,Pass
18.0,F,8.0,,,5.0,91.0,No,Graduate,111.0,Pass
18.0,F,1.0,80.0,6.0,2.0,,Yes,,54.0,Pass
20.0,,9.0,76.0,8.0,3.0,86.0,Yes,,,Pass
17.0,M,8.0,,8.0,3.0,84.0,Yes,School,104.0,Pass
25.0,F,1.0,51.0,,3.0,51.0,Yes,Postgraduate,43.0,Fail
23.0,M,9.0,96.0,4.0,1.0,,,School,90.0,Pass
,M,2.0,58.0,4.0,1.0,93.0,Yes,Graduate,71.0,Pass
19.0,M,3.0,68.0,4.0,2.0,61.0,Yes,Postgraduate,52.0,Pass
19.0,M,,91.0,6.0,5.0,66.0,No,,64.0,Pass
17.0,F,,85.0,5.0,2.0,80.0,,Graduate,91.0,Pass
,F,2.0,59.0,,4.0,91.0,Yes,School,,Pass
19.0,F,2.0,89.0,,4.0,,No,Graduate,62.0,Pass
20.0,F,1.0,94.0,8.0,5.0,56.0,No,Graduate,63.0,Pass
20.0,M,,88.0,8.0,5.0,71.0,No,,85.0,Pass
19.0,M,2.0,56.0,8.0,5.0,,Yes,School,48.0,Fail
24.0,M,5.0,53.0,8.0,1.0,70.0,Yes,School,65.0,Pass
24.0,M,5.0,64.0,5.0,1.0,94.0,No,Postgraduate,76.0,Pass
17.0,F,3.0,61.0,7.0,4.0,45.0,No,Postgraduate,46.0,Fail
23.0,,3.0,97.0,4.0,5.0,78.0,,School,68.0,Pass
18.0,,3.0,55.0,7.0,3.0,48.0,,Postgraduate,53.0,Pass
,M,,58.0,8.0,,81.0,Yes,School,,Pass
19.0,M,4.0,84.0,7.0,5.0,71.0,No,,72.0,Pass
20.0,,3.0,57.0,8.0,3.0,75.0,Yes,School,57.0,Pass
22.0,M,2.0,56.0,7.0,5.0,,Yes,School,55.0,Pass
21.0,F,3.0,53.0,6.0,,51.0,Yes,,50.0,Pass
20.0,,4.0,62.0,7.0,3.0,80.0,No,Graduate,68.0,Pass
24.0,,,68.0,4.0,2.0,42.0,No,Graduate,72.0,Pass
20.0,F,,56.0,4.0,1.0,66.0,,Postgraduate,72.0,
18.0,,8.0,,7.0,,66.0,No,School,77.0,Pass
19.0,M,3.0,74.0,7.0,,48.0,Yes,Postgraduate,56.0,Pass
,F,3.0,93.0,5.0,4.0,,Yes,Graduate,66.0,Pass
24.0,F,3.0,84.0,,5.0,85.0,No,School,,Pass
24.0,M,8.0,,4.0,2.0,44.0,No,School,78.0,Pass
25.0,M,4.0,78.0,6.0,3.0,65.0,,School,65.0,Pass
23.0,F,1.0,61.0,4.0,3.0,60.0,Yes,Graduate,43.0,Fail
18.0,F,2.0,96.0,,5.0,40.0,No,,61.0,Pass
24.0,F,2.0,89.0,7.0,2.0,40.0,Yes,,,Fail
23.0,M,3.0,61.0,,5.0,74.0,Yes,School,63.0,Pass
24.0,F,6.0,55.0,4.0,5.0,48.0,Yes,Graduate,68.0,Pass
19.0,F,8.0,59.0,6.0,5.0,62.0,Yes,Graduate,,Pass
23.0,F,1.0,51.0,8.0,3.0,77.0,Yes,,42.0,Fail
25.0,F,9.0,94.0,4.0,5.0,80.0,No,,103.0,Pass
,F,,74.0,8.0,3.0,43.0,Yes,Postgraduate,43.0,Fail
22.0,M,2.0,56.0,6.0,1.0,91.0,Yes,Postgraduate,58.0,Pass
